Raw;Country;RegionType;Region;CountyType;County;Included;LocalityType;Locality;StreetType;Street;HousingType;Housing;HostelType;Hostel;HouseNumberType;HouseNumber;HouseNumberAdditionally;SectionType;Section;ApartmentType;Apartment;RoomType;Room;Sector;FloorType;Floor;PostCode;Manually;NotAddress;Comment;AdditionalData
одеська 01100 великомихайлівський велика михайлівка жуковського 4 13;;;[{'start': 0, 'end': 7}];;[{'start': 14, 'end': 33}];;;[{'start': 34, 'end': 40}, {'start': 41, 'end': 51}];;[{'start': 52, 'end': 63}];;;;;;[{'start': 64, 'end': 65}];;;;;[{'start': 66, 'end': 68}];;;;;;[{'start': 8, 'end': 13}];;;;
київська, 11111 , бородянський р-н, смт немішаєве, вул. жовтнева, 2;;;[{'start': 0, 'end': 8}];[{'start': 31, 'end': 34}];[{'start': 18, 'end': 30}];;[{'start': 36, 'end': 39}];[{'start': 40, 'end': 49}];[{'start': 51, 'end': 55}];[{'start': 56, 'end': 64}];;;;;;[{'start': 66, 'end': 67}];;;;;;;;;;;[{'start': 10, 'end': 15}];;;;
дніпропетровська 49125 амур-нижньодніпровський дніпропетровськ ул. березинская 25/68;;;[{'start': 0, 'end': 16}];;[{'start': 23, 'end': 46}];;;[{'start': 47, 'end': 62}];[{'start': 63, 'end': 66}];[{'start': 67, 'end': 78}];;;;;;[{'start': 79, 'end': 84}];;;;;;;;;;;[{'start': 17, 'end': 22}];;;;
одеська 65000 одеса одеса вул. академіка заболотного буд. 57 корпус 2 кв.;;;[{'start': 0, 'end': 7}];;[{'start': 14, 'end': 19}];;;[{'start': 20, 'end': 25}];[{'start': 26, 'end': 30}];[{'start': 31, 'end': 40}, {'start': 41, 'end': 52}];[{'start': 61, 'end': 67}];[{'start': 68, 'end': 69}];;;[{'start': 53, 'end': 57}];[{'start': 58, 'end': 60}];;;;[{'start': 70, 'end': 73}];;;;;;;[{'start': 8, 'end': 13}];;;;
запорізька 69000 пологівський пологи ул. потёмкина 1 б-9;;;[{'start': 0, 'end': 10}];;[{'start': 17, 'end': 29}];;;[{'start': 30, 'end': 36}];[{'start': 37, 'end': 40}];[{'start': 41, 'end': 50}];;;;;;[{'start': 51, 'end': 52}, {'start': 53, 'end': 56}];;;;;;;;;;;[{'start': 11, 'end': 16}];;;;
дніпропетровська 52000 м. дніпродзержинськ пр. дружбы народов 53 а/34;;;[{'start': 0, 'end': 16}];;;;[{'start': 23, 'end': 25}];[{'start': 26, 'end': 42}];[{'start': 43, 'end': 46}];[{'start': 47, 'end': 53}, {'start': 54, 'end': 61}];;;;;;[{'start': 62, 'end': 64}, {'start': 65, 'end': 69}];;;;;;;;;;;[{'start': 17, 'end': 22}];;;;
дніпропетровська 53200 никопольский никополь л. украинки 45 г;;;[{'start': 0, 'end': 16}];;[{'start': 23, 'end': 35}];;;[{'start': 36, 'end': 44}];;[{'start': 45, 'end': 47}, {'start': 48, 'end': 56}];;;;;;[{'start': 57, 'end': 59}, {'start': 60, 'end': 61}];;;;;;;;;;;[{'start': 17, 'end': 22}];;;;
дніпропетровська 49125 дніпро пров. л. мокієвської 20 91;;;[{'start': 0, 'end': 16}];;;;;[{'start': 23, 'end': 29}];[{'start': 30, 'end': 35}];[{'start': 36, 'end': 38}, {'start': 39, 'end': 50}];;;;;;[{'start': 51, 'end': 53}];;;;;[{'start': 54, 'end': 56}];;;;;;[{'start': 17, 'end': 22}];;;;
харківська 61000 харків в кільцева 14 40;;;[{'start': 0, 'end': 10}];;;;;[{'start': 17, 'end': 23}];;[{'start': 24, 'end': 25}, {'start': 26, 'end': 34}];;;;;;[{'start': 35, 'end': 37}];;;;;[{'start': 38, 'end': 40}];;;;;;[{'start': 11, 'end': 16}];;;;
харківська с бугаївка (революційне) вулиця польова 17;;;[{'start': 0, 'end': 10}];;;;[{'start': 11, 'end': 12}];[{'start': 13, 'end': 21}];[{'start': 36, 'end': 42}];[{'start': 43, 'end': 50}];;;;;;[{'start': 51, 'end': 53}];;;;;;;;;;;;;;;[{'start': 22, 'end': 35}]
43000 волинська ковельський с. мощена 1-го травня вул. буд. 55;;;[{'start': 6, 'end': 15}];;[{'start': 16, 'end': 27}];;[{'start': 28, 'end': 30}];[{'start': 31, 'end': 37}];[{'start': 50, 'end': 54}];[{'start': 38, 'end': 42}, {'start': 43, 'end': 49}];;;;;[{'start': 55, 'end': 59}];[{'start': 60, 'end': 62}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
донецька амросіївський ленінське вул. миру буд. 14;;;[{'start': 0, 'end': 8}];;[{'start': 9, 'end': 22}];;;[{'start': 23, 'end': 32}];[{'start': 33, 'end': 37}];[{'start': 38, 'end': 42}];;;;;[{'start': 43, 'end': 47}];[{'start': 48, 'end': 50}];;;;;;;;;;;;;;;
63512 харківська чугуївський кам’яна яруга вул. кірова буд. 37;;;[{'start': 6, 'end': 16}];;[{'start': 17, 'end': 28}];;;[{'start': 29, 'end': 36}, {'start': 37, 'end': 42}];[{'start': 43, 'end': 47}];[{'start': 48, 'end': 54}];;;;;[{'start': 55, 'end': 59}];[{'start': 60, 'end': 62}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
автономна республіка крим сімферополь сімферополь підлісна 5;;;[{'start': 0, 'end': 9}, {'start': 10, 'end': 20}, {'start': 21, 'end': 25}];;[{'start': 26, 'end': 37}];;;[{'start': 38, 'end': 49}];;[{'start': 50, 'end': 58}];;;;;;[{'start': 59, 'end': 60}];;;;;;;;;;;;;;;
52005 дніпропетровська дн?пропетровський м. п?дгородне;;;[{'start': 6, 'end': 22}];;[{'start': 23, 'end': 40}];;[{'start': 41, 'end': 43}];[{'start': 44, 'end': 54}];;;;;;;;;;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
87500 маріуполь вел. азовська 26;;;;;;;;[{'start': 6, 'end': 15}];[{'start': 16, 'end': 20}];[{'start': 21, 'end': 29}];;;;;;[{'start': 30, 'end': 32}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
дніпропетровська область дніпродзержинськ місто дніпродзержинськ пр-т 40 лет победи буд. 3 кв. 52;;[{'start': 17, 'end': 24}];[{'start': 0, 'end': 16}];;[{'start': 25, 'end': 41}];;[{'start': 42, 'end': 47}];[{'start': 48, 'end': 64}];[{'start': 65, 'end': 69}];[{'start': 70, 'end': 72}, {'start': 73, 'end': 76}, {'start': 77, 'end': 83}];;;;;[{'start': 84, 'end': 88}];[{'start': 89, 'end': 90}];;;;[{'start': 91, 'end': 94}];[{'start': 95, 'end': 97}];;;;;;;;;;
86211 донецька шахтарський шахтарськ мкр. журавлівка 12/10;;;[{'start': 6, 'end': 14}];;[{'start': 15, 'end': 26}];;;[{'start': 27, 'end': 36}];[{'start': 37, 'end': 41}];[{'start': 42, 'end': 52}];;;;;;[{'start': 53, 'end': 58}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
69000 запорізька ожонікідзовський запоріжжя н-дніпровська 6 б/152;;;[{'start': 6, 'end': 16}];[{'start': 17, 'end': 33}];;;[{'start': 34, 'end': 43}];;;[{'start': 44, 'end': 57}];;;;;;[{'start': 58, 'end': 59}];[{'start': 60, 'end': 65}];;;;;;;;;;[{'start': 0, 'end': 5}];;;;
житомирська володарсько-волинський хичів некрасова буд. 9;;;[{'start': 0, 'end': 11}];;[{'start': 12, 'end': 34}];;;[{'start': 35, 'end': 40}];;[{'start': 41, 'end': 50}];;;;;[{'start': 51, 'end': 55}];[{'start': 56, 'end': 57}];;;;;;;;;;;;;;;
84500 донецька часів яр вул. залізнична буд. 40 кв.;;;[{'start': 6, 'end': 14}];;;;;[{'start': 15, 'end': 20}, {'start': 21, 'end': 23}];[{'start': 24, 'end': 28}];[{'start': 29, 'end': 39}];;;;;[{'start': 40, 'end': 44}];[{'start': 45, 'end': 47}];;;;[{'start': 48, 'end': 51}];;;;;;;[{'start': 0, 'end': 5}];;;;
94500 луганська краснолучський м. красний луч мікр-н 4 1 а/26;;;[{'start': 6, 'end': 15}];;[{'start': 16, 'end': 30}];;[{'start': 31, 'end': 33}];[{'start': 34, 'end': 41}, {'start': 42, 'end': 45}];[{'start': 46, 'end': 52}];[{'start': 53, 'end': 54}];;;;;;[{'start': 55, 'end': 56}];[{'start': 57, 'end': 61}];;;;;;;;;;[{'start': 0, 'end': 5}];;;;
94600 луганська м. красниій луч вул. мікро 2 15 б/40;;;[{'start': 6, 'end': 15}];;;;[{'start': 16, 'end': 18}];[{'start': 19, 'end': 27}, {'start': 28, 'end': 31}];[{'start': 32, 'end': 36}, {'start': 37, 'end': 42}];[{'start': 43, 'end': 44}];;;;;;[{'start': 45, 'end': 47}];[{'start': 48, 'end': 52}];;;;;;;;;;[{'start': 0, 'end': 5}];;;;
харьковская чкаловское ленина 22 кв. 9;;;[{'start': 0, 'end': 11}];;;;;[{'start': 12, 'end': 22}];;[{'start': 23, 'end': 29}];;;;;;[{'start': 30, 'end': 32}];;;;[{'start': 33, 'end': 36}];[{'start': 37, 'end': 38}];;;;;;;;;;
01000 україна запорізька оріхівський с. новояковлівка вул. кібенка буд. 13;[{'start': 6, 'end': 13}];;[{'start': 14, 'end': 24}];;[{'start': 25, 'end': 36}];;[{'start': 37, 'end': 39}];[{'start': 40, 'end': 53}];[{'start': 54, 'end': 58}];[{'start': 59, 'end': 66}];;;;;[{'start': 67, 'end': 71}];[{'start': 72, 'end': 74}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
26600 кировоградская пгт ольшанка переулок синюхи 5 кв. 24;;;[{'start': 6, 'end': 20}];;;;[{'start': 21, 'end': 24}];[{'start': 25, 'end': 33}];[{'start': 34, 'end': 42}];[{'start': 43, 'end': 49}];;;;;;[{'start': 50, 'end': 51}];;;;[{'start': 52, 'end': 55}];[{'start': 56, 'end': 58}];;;;;;[{'start': 0, 'end': 5}];;;;
68091 одесская черноморск пгт. александровка 28 а;;;[{'start': 6, 'end': 14}];;;[{'start': 15, 'end': 25}];[{'start': 26, 'end': 30}];[{'start': 31, 'end': 44}];;;;;;;;[{'start': 45, 'end': 47}];[{'start': 48, 'end': 49}];;;;;;;;;;[{'start': 0, 'end': 5}];;;;
дніпропетровська смт юр’ївка вулиця кірова 42;;;[{'start': 0, 'end': 16}];;;;[{'start': 17, 'end': 20}];[{'start': 21, 'end': 28}];[{'start': 29, 'end': 35}];[{'start': 36, 'end': 42}];;;;;;[{'start': 43, 'end': 45}];;;;;;;;;;;;;;;
житомирська с в’язівка вулиця молодіжна 7;;;[{'start': 0, 'end': 11}];;;;[{'start': 12, 'end': 13}];[{'start': 14, 'end': 22}];[{'start': 23, 'end': 29}];[{'start': 30, 'end': 39}];;;;;;[{'start': 40, 'end': 41}];;;;;;;;;;;;;;;
43000 волинська м. луцьк б-р. дружби народів буд. 11 кв. 141;;;[{'start': 6, 'end': 15}];;;;[{'start': 16, 'end': 18}];[{'start': 19, 'end': 24}];[{'start': 25, 'end': 29}];[{'start': 30, 'end': 36}, {'start': 37, 'end': 44}];;;;;[{'start': 45, 'end': 49}];[{'start': 50, 'end': 52}];;;;[{'start': 53, 'end': 56}];[{'start': 57, 'end': 60}];;;;;;[{'start': 0, 'end': 5}];;;;
51900 дніпропетровська дніпровський дніпродзержинськ вул. харитонова буд. 26 кв. 16;;;[{'start': 6, 'end': 22}];;[{'start': 23, 'end': 35}];;;[{'start': 36, 'end': 52}];[{'start': 53, 'end': 57}];[{'start': 58, 'end': 68}];;;;;[{'start': 69, 'end': 73}];[{'start': 74, 'end': 76}];;;;[{'start': 77, 'end': 80}];[{'start': 81, 'end': 83}];;;;;;[{'start': 0, 'end': 5}];;;;
44700 харківська область куп’янський район смородьківка молодіжна буд. 10;;[{'start': 17, 'end': 24}];[{'start': 6, 'end': 16}];[{'start': 37, 'end': 42}];[{'start': 25, 'end': 36}];;;[{'start': 43, 'end': 55}];;[{'start': 56, 'end': 65}];;;;;[{'start': 66, 'end': 70}];[{'start': 71, 'end': 73}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
62433 харківська обл. харківський р-н люботин в’їзд. підгірний буд. 4;;[{'start': 17, 'end': 21}];[{'start': 6, 'end': 16}];[{'start': 34, 'end': 37}];[{'start': 22, 'end': 33}];;;[{'start': 38, 'end': 45}];[{'start': 46, 'end': 52}];[{'start': 53, 'end': 62}];;;;;[{'start': 63, 'end': 67}];[{'start': 68, 'end': 69}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
херсонська смт велика олександрівка вулиця с. насальського 26;;;[{'start': 0, 'end': 10}];;;;[{'start': 11, 'end': 14}];[{'start': 15, 'end': 21}, {'start': 22, 'end': 35}];[{'start': 36, 'end': 42}];[{'start': 43, 'end': 45}, {'start': 46, 'end': 58}];;;;;;[{'start': 59, 'end': 61}];;;;;;;;;;;;;;;
86700 донецька кіровське кіровське вул. пархоменко 2/1;;;[{'start': 6, 'end': 14}];;;[{'start': 15, 'end': 24}];;[{'start': 25, 'end': 34}];[{'start': 35, 'end': 39}];[{'start': 40, 'end': 50}];;;;;;[{'start': 51, 'end': 54}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
87400 донецька мангушський мангуш вул. горького буд. 6 кв.;;;[{'start': 6, 'end': 14}];;[{'start': 15, 'end': 26}];;;[{'start': 27, 'end': 33}];[{'start': 34, 'end': 38}];[{'start': 39, 'end': 47}];;;;;[{'start': 48, 'end': 52}];[{'start': 53, 'end': 54}];;;;[{'start': 55, 'end': 58}];;;;;;;[{'start': 0, 'end': 5}];;;;
чернігівська щорський щорс п. сагайдачного 5/3;;;[{'start': 0, 'end': 12}];;[{'start': 13, 'end': 21}];;;[{'start': 22, 'end': 26}];;[{'start': 27, 'end': 29}, {'start': 30, 'end': 42}];;;;;;[{'start': 43, 'end': 46}];;;;;;;;;;;;;;;
черкаська чигиринський топилівка вул. слави буд. 6;;;[{'start': 0, 'end': 9}];;[{'start': 10, 'end': 22}];;;[{'start': 23, 'end': 32}];[{'start': 33, 'end': 37}];[{'start': 38, 'end': 43}];;;;;[{'start': 44, 'end': 48}];[{'start': 49, 'end': 50}];;;;;;;;;;;;;;;
донецька обл м. святогірськ вул. 1 мая б. 56;;[{'start': 9, 'end': 12}];[{'start': 0, 'end': 8}];;;;[{'start': 13, 'end': 15}];[{'start': 16, 'end': 27}];[{'start': 28, 'end': 32}];[{'start': 33, 'end': 34}, {'start': 35, 'end': 38}];;;;;[{'start': 39, 'end': 41}];[{'start': 42, 'end': 44}];;;;;;;;;;;;;;;
23053 бар копайгород;;;;;[{'start': 6, 'end': 9}];;;[{'start': 10, 'end': 20}];;;;;;;;;;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
84629 донецька обл микитівський горлівка вул. казарцева буд. 3 кв. 28;;[{'start': 15, 'end': 18}];[{'start': 6, 'end': 14}];;[{'start': 19, 'end': 31}];;;[{'start': 32, 'end': 40}];[{'start': 41, 'end': 45}];[{'start': 46, 'end': 55}];;;;;[{'start': 56, 'end': 60}];[{'start': 61, 'end': 62}];;;;[{'start': 63, 'end': 66}];[{'start': 67, 'end': 69}];;;;;;[{'start': 0, 'end': 5}];;;;
93701 луганська слов’яносербський слов’яносербськ вул. кірова 151 а;;;[{'start': 6, 'end': 15}];;[{'start': 16, 'end': 33}];;;[{'start': 34, 'end': 49}];[{'start': 50, 'end': 54}];[{'start': 55, 'end': 61}];;;;;;[{'start': 62, 'end': 65}];[{'start': 66, 'end': 67}];;;;;;;;;;[{'start': 0, 'end': 5}];;;;
донецька обл кіровський кіровське м-р горняцький 13 кв 61-62;;[{'start': 9, 'end': 12}];[{'start': 0, 'end': 8}];;[{'start': 13, 'end': 23}];;;[{'start': 24, 'end': 33}];[{'start': 34, 'end': 37}];[{'start': 38, 'end': 48}];;;;;;[{'start': 49, 'end': 51}];;;;[{'start': 52, 'end': 54}];[{'start': 55, 'end': 60}];;;;;;;;;;
01001 київ місто київ місто київ полярна буд. 3 кв. 304;;;[{'start': 6, 'end': 10}];;;;[{'start': 11, 'end': 16}];[{'start': 17, 'end': 21}];;[{'start': 33, 'end': 40}];;;;;[{'start': 41, 'end': 45}];[{'start': 46, 'end': 47}];;;;[{'start': 48, 'end': 51}];[{'start': 52, 'end': 55}];;;;;;[{'start': 0, 'end': 5}];;;;
02097 київ київ 02097 київ місто;;;[{'start': 6, 'end': 10}];;;;;[{'start': 11, 'end': 15}];;;;;;;;;;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
83000 донецька г. макеевка нзеленыйдом № 70 кв 68;;;[{'start': 6, 'end': 14}];;;;[{'start': 15, 'end': 17}];[{'start': 18, 'end': 26}];;[{'start': 27, 'end': 38}];;;;;[{'start': 39, 'end': 40}];[{'start': 41, 'end': 43}];;;;[{'start': 44, 'end': 46}];[{'start': 47, 'end': 49}];;;;;;[{'start': 0, 'end': 5}];;;;
житомирська смт хорошів (володарськ-волинський) вулиця мельнична 19 2;;;[{'start': 0, 'end': 11}];;;;[{'start': 12, 'end': 15}];[{'start': 16, 'end': 23}];[{'start': 48, 'end': 54}];[{'start': 55, 'end': 64}];;;;;;[{'start': 65, 'end': 67}];;;;;[{'start': 68, 'end': 69}];;;;;;;;;;
дніпропетровська криворізький інгулець (чкалівська сільська рада) недєліна 22 кв. 3;;;[{'start': 0, 'end': 16}];;[{'start': 17, 'end': 29}];[{'start': 39, 'end': 50}, {'start': 51, 'end': 59}, {'start': 60, 'end': 65}];;[{'start': 30, 'end': 38}];;[{'start': 66, 'end': 74}];;;;;;[{'start': 75, 'end': 77}];;;;[{'start': 78, 'end': 81}];[{'start': 82, 'end': 83}];;;;;;;;;;
91000 луганська укр укр вул. комунальна 75/3;;;[{'start': 6, 'end': 15}];;;;;;[{'start': 24, 'end': 28}];[{'start': 29, 'end': 39}];;;;;;[{'start': 40, 'end': 44}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
91000 луганська луганська н. тарасівка вул. леніна буд. 85;;;[{'start': 6, 'end': 15}];;;;;[{'start': 29, 'end': 38}];[{'start': 39, 'end': 43}];[{'start': 44, 'end': 50}];;;;;[{'start': 51, 'end': 55}];[{'start': 56, 'end': 58}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
83058 донецька київським донецьк таганська 2/5;;;[{'start': 6, 'end': 14}];;[{'start': 15, 'end': 24}];;;[{'start': 25, 'end': 32}];;[{'start': 33, 'end': 42}];;;;;;[{'start': 43, 'end': 46}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
01000 україна миколаївська березанський с. ташине вул. вишнева буд. 6;[{'start': 6, 'end': 13}];;[{'start': 14, 'end': 26}];;[{'start': 27, 'end': 39}];;[{'start': 40, 'end': 42}];[{'start': 43, 'end': 49}];[{'start': 50, 'end': 54}];[{'start': 55, 'end': 62}];;;;;[{'start': 63, 'end': 67}];[{'start': 68, 'end': 69}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
25000 кіровоградська кіровоград вул. космонавта попова буд. 5 кв. 401 а-402 а;;;[{'start': 6, 'end': 20}];;;;;[{'start': 21, 'end': 31}];[{'start': 32, 'end': 36}];[{'start': 37, 'end': 47}, {'start': 48, 'end': 54}];;;;;[{'start': 55, 'end': 59}];[{'start': 60, 'end': 61}];;;;[{'start': 62, 'end': 65}];[{'start': 66, 'end': 69}, {'start': 70, 'end': 75}, {'start': 76, 'end': 77}];;;;;;[{'start': 0, 'end': 5}];;;;
81466 україна львівська самбірський с. гординя вул.;[{'start': 6, 'end': 13}];;[{'start': 14, 'end': 23}];;[{'start': 24, 'end': 35}];;[{'start': 36, 'end': 38}];[{'start': 39, 'end': 46}];[{'start': 47, 'end': 51}];;;;;;;;;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
87504 донецька маріуполь просп. нікопольський буд. 19 кв. 8;;;[{'start': 6, 'end': 14}];;;;;[{'start': 15, 'end': 24}];[{'start': 25, 'end': 31}];[{'start': 32, 'end': 45}];;;;;[{'start': 46, 'end': 50}];[{'start': 51, 'end': 53}];;;;[{'start': 54, 'end': 57}];[{'start': 58, 'end': 59}];;;;;;[{'start': 0, 'end': 5}];;;;
73000 херсонська херсон с. антонівка вул. белінського буд. 2 г;;;[{'start': 6, 'end': 16}];;;[{'start': 17, 'end': 23}];[{'start': 24, 'end': 26}];[{'start': 27, 'end': 36}];[{'start': 37, 'end': 41}];[{'start': 42, 'end': 53}];;;;;[{'start': 54, 'end': 58}];[{'start': 59, 'end': 60}];[{'start': 61, 'end': 62}];;;;;;;;;;[{'start': 0, 'end': 5}];;;;
13400 житомирська андрушівський гальчин набережна 78;;;[{'start': 6, 'end': 17}];;[{'start': 18, 'end': 31}];;;[{'start': 32, 'end': 39}];;[{'start': 40, 'end': 49}];;;;;;[{'start': 50, 'end': 52}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
08800 київська миронівський миронівка вул. івана мазепи буд. 10;;;[{'start': 6, 'end': 14}];;[{'start': 15, 'end': 27}];;;[{'start': 28, 'end': 37}];[{'start': 38, 'end': 42}];[{'start': 43, 'end': 48}, {'start': 49, 'end': 55}];;;;;[{'start': 56, 'end': 60}];[{'start': 61, 'end': 63}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
62300 хар дерг дергачі вул. свелова буд. 135 кв. 5;;;[{'start': 6, 'end': 9}];;[{'start': 10, 'end': 14}];;;[{'start': 15, 'end': 22}];[{'start': 23, 'end': 27}];[{'start': 28, 'end': 35}];;;;;[{'start': 36, 'end': 40}];[{'start': 41, 'end': 44}];;;;[{'start': 45, 'end': 48}];[{'start': 49, 'end': 50}];;;;;;[{'start': 0, 'end': 5}];;;;
дніпропетровська с грушівка (ленінське) вулиця набережна 12;;;[{'start': 0, 'end': 16}];;;;[{'start': 17, 'end': 18}];[{'start': 19, 'end': 27}];[{'start': 40, 'end': 46}];[{'start': 47, 'end': 56}];;;;;;[{'start': 57, 'end': 59}];;;;;;;;;;;;;;;
68500 одеська тарутинським м-ярославець буд-;;;[{'start': 6, 'end': 13}];;[{'start': 14, 'end': 26}];;;[{'start': 27, 'end': 39}];;;;;;;[{'start': 40, 'end': 44}];;;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
63705 20 куп купянск красная 65 в кв. 27;;;;;[{'start': 9, 'end': 12}];;;[{'start': 13, 'end': 20}];;[{'start': 21, 'end': 28}];;;;;;[{'start': 29, 'end': 31}];[{'start': 32, 'end': 33}];;;[{'start': 34, 'end': 37}];[{'start': 38, 'end': 40}];;;;;;[{'start': 0, 'end': 5}];;;;
91000 луганська україна м. луганськ кв. мирний 10 кв. 94;[{'start': 16, 'end': 23}];;[{'start': 6, 'end': 15}];;;;[{'start': 24, 'end': 26}];[{'start': 27, 'end': 35}];[{'start': 36, 'end': 39}];[{'start': 40, 'end': 46}];;;;;;[{'start': 47, 'end': 49}];;;;[{'start': 50, 'end': 53}];[{'start': 54, 'end': 56}];;;;;;[{'start': 0, 'end': 5}];;;;
дніпропетровська новомосковський мар’янівка (мар’янівська с-р) молодижна 3 кв. 4;;;[{'start': 0, 'end': 16}];;[{'start': 17, 'end': 32}];;;[{'start': 33, 'end': 43}];;[{'start': 63, 'end': 72}];;;;;;[{'start': 73, 'end': 74}];;;;[{'start': 75, 'end': 78}];[{'start': 79, 'end': 80}];;;;;;;;;;
67700 одесская г. б-днестровский ленина 6 кв. 11;;;[{'start': 6, 'end': 14}];;;;[{'start': 15, 'end': 17}];[{'start': 18, 'end': 32}];;[{'start': 33, 'end': 39}];;;;;;[{'start': 40, 'end': 41}];;;;[{'start': 42, 'end': 45}];[{'start': 46, 'end': 48}];;;;;;[{'start': 0, 'end': 5}];;;;
01001 дніпропетровська п’ятихатський п’ятихатки межова буд. 108;;;[{'start': 6, 'end': 22}];;[{'start': 23, 'end': 36}];;;[{'start': 37, 'end': 47}];;[{'start': 48, 'end': 54}];;;;;[{'start': 55, 'end': 59}];[{'start': 60, 'end': 63}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
50076 дніпропетровська дніпропетровський орджонікідзе ивана аврамаенка 13;;;[{'start': 6, 'end': 22}];;[{'start': 23, 'end': 40}];;;[{'start': 41, 'end': 53}];;[{'start': 54, 'end': 59}, {'start': 60, 'end': 70}];;;;;;[{'start': 71, 'end': 73}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
хмельницька область шепетівський район мокіївці;;[{'start': 12, 'end': 19}];[{'start': 0, 'end': 11}];[{'start': 33, 'end': 38}];[{'start': 20, 'end': 32}];;;[{'start': 39, 'end': 47}];;;;;;;;;;;;;;;;;;;;;;;
житомирська область новоград-волинський район новоград-волинський вул. сергія уварова буд. 39;;[{'start': 12, 'end': 19}];[{'start': 0, 'end': 11}];[{'start': 40, 'end': 45}];[{'start': 20, 'end': 39}];;;[{'start': 46, 'end': 65}];[{'start': 66, 'end': 70}];[{'start': 71, 'end': 77}, {'start': 78, 'end': 85}];;;;;[{'start': 86, 'end': 90}];[{'start': 91, 'end': 93}];;;;;;;;;;;;;;;
київ місто київ місто київ вул. світла буд. 6 в/ч 1498;;;[{'start': 0, 'end': 4}];;;;[{'start': 5, 'end': 10}];[{'start': 11, 'end': 15}];[{'start': 27, 'end': 31}];[{'start': 32, 'end': 38}];;;;;[{'start': 39, 'end': 43}];[{'start': 44, 'end': 45}];;;;;;;;;;;;;;[{'start': 46, 'end': 49}, {'start': 50, 'end': 54}];
харківська область лозівський район лозова вул. благовіщинська буд. 29 кв. 26;;[{'start': 11, 'end': 18}];[{'start': 0, 'end': 10}];[{'start': 30, 'end': 35}];[{'start': 19, 'end': 29}];;;[{'start': 36, 'end': 42}];[{'start': 43, 'end': 47}];[{'start': 48, 'end': 62}];;;;;[{'start': 63, 'end': 67}];[{'start': 68, 'end': 70}];;;;[{'start': 71, 'end': 74}];[{'start': 75, 'end': 77}];;;;;;;;;;
01000 україна дніпропетровська дніпро січових стрільців буд. 86 кв. 28;[{'start': 6, 'end': 13}];;[{'start': 14, 'end': 30}];;;;;[{'start': 31, 'end': 37}];;[{'start': 38, 'end': 45}, {'start': 46, 'end': 55}];;;;;[{'start': 56, 'end': 60}];[{'start': 61, 'end': 63}];;;;[{'start': 64, 'end': 67}];[{'start': 68, 'end': 70}];;;;;;[{'start': 0, 'end': 5}];;;;
01000 україна київська баришівський с. борщів вул. лесі українки буд. 19;[{'start': 6, 'end': 13}];;[{'start': 14, 'end': 22}];;[{'start': 23, 'end': 35}];;[{'start': 36, 'end': 38}];[{'start': 39, 'end': 45}];[{'start': 46, 'end': 50}];[{'start': 51, 'end': 55}, {'start': 56, 'end': 64}];;;;;[{'start': 65, 'end': 69}];[{'start': 70, 'end': 72}];;;;;;;;;;;[{'start': 0, 'end': 5}];;;;
01001 м. київ лесной п-т. буд. 13 кв. 114;;;;;;;[{'start': 6, 'end': 8}];[{'start': 9, 'end': 13}];[{'start': 21, 'end': 25}];[{'start': 14, 'end': 20}];;;;;[{'start': 26, 'end': 30}];[{'start': 31, 'end': 33}];;;;[{'start': 34, 'end': 37}];[{'start': 38, 'end': 41}];;;;;;[{'start': 0, 'end': 5}];;;;
миколаївська область новоодеський район димівське вул. ’ буд. ’;;[{'start': 13, 'end': 20}];[{'start': 0, 'end': 12}];[{'start': 34, 'end': 39}];[{'start': 21, 'end': 33}];;;[{'start': 40, 'end': 49}];[{'start': 50, 'end': 54}];;;;;;[{'start': 57, 'end': 61}];;;;;;;;;;;;;;;;
01001 київська броварський в. димерка вул. ситюнова буд. 51 кв.;;;[{'start': 6, 'end': 14}];;[{'start': 15, 'end': 26}];;;[{'start': 27, 'end': 29}, {'start': 30, 'end': 37}];[{'start': 38, 'end': 42}];[{'start': 43, 'end': 51}];;;;;[{'start': 52, 'end': 56}];[{'start': 57, 'end': 59}];;;;[{'start': 60, 'end': 63}];;;;;;;[{'start': 0, 'end': 5}];;;;
